date,close,open,high,low,volume
2020-10-12T00:00:00+09:00,13850.0,13650.0,14100.0,13550.0,975842.0
2020-10-13T00:00:00+09:00,13800.0,13950.0,13950.0,13500.0,542124.0
2020-10-14T00:00:00+09:00,13400.0,13800.0,13800.0,13400.0,543157.0
2020-10-15T00:00:00+09:00,13150.0,13300.0,13350.0,13100.0,540514.0
2020-10-16T00:00:00+09:00,13200.0,13250.0,13250.0,13000.0,360050.0
2020-10-19T00:00:00+09:00,13600.0,13250.0,13750.0,13150.0,643674.0
2020-10-20T00:00:00+09:00,13550.0,13600.0,13600.0,13250.0,439373.0
2020-10-21T00:00:00+09:00,13650.0,13600.0,13750.0,13400.0,570922.0
2020-10-22T00:00:00+09:00,13250.0,13550.0,13550.0,13200.0,478973.0
2020-10-23T00:00:00+09:00,13250.0,13450.0,13550.0,13200.0,389076.0
2020-10-26T00:00:00+09:00,12900.0,13100.0,13250.0,12850.0,606472.0
2020-10-27T00:00:00+09:00,13150.0,12800.0,13200.0,12700.0,487159.0
2020-10-28T00:00:00+09:00,13250.0,13000.0,13300.0,12900.0,282592.0
2020-10-29T00:00:00+09:00,13050.0,12950.0,13100.0,12850.0,405779.0
2020-10-30T00:00:00+09:00,12700.0,13000.0,13000.0,12700.0,398568.0
2020-11-02T00:00:00+09:00,12800.0,12700.0,12850.0,12550.0,211971.0
2020-11-03T00:00:00+09:00,12850.0,12850.0,13000.0,12800.0,261704.0
2020-11-04T00:00:00+09:00,12850.0,13050.0,13050.0,12750.0,421633.0
2020-11-05T00:00:00+09:00,13100.0,12900.0,13150.0,12800.0,413951.0
2020-11-06T00:00:00+09:00,12850.0,13100.0,13100.0,12650.0,671698.0
2020-11-09T00:00:00+09:00,13050.0,12900.0,13050.0,12850.0,374791.0
2020-11-10T00:00:00+09:00,13950.0,14800.0,14800.0,13850.0,5196926.0
2020-11-11T00:00:00+09:00,14300.0,14050.0,14550.0,13850.0,2438946.0
2020-11-12T00:00:00+09:00,14350.0,14100.0,14450.0,13950.0,973242.0
2020-11-13T00:00:00+09:00,13900.0,14100.0,14350.0,13900.0,759475.0
2020-11-16T00:00:00+09:00,14200.0,14050.0,14450.0,13900.0,846616.0
2020-11-17T00:00:00+09:00,14600.0,14700.0,14950.0,14400.0,2006099.0
2020-11-18T00:00:00+09:00,14450.0,14500.0,14700.0,14350.0,643992.0
2020-11-19T00:00:00+09:00,15000.0,14450.0,15200.0,14000.0,1526898.0
2020-11-20T00:00:00+09:00,15050.0,14950.0,15350.0,14850.0,1380671.0
2020-11-23T00:00:00+09:00,14900.0,15000.0,15200.0,14700.0,1241040.0
2020-11-24T00:00:00+09:00,15150.0,15100.0,15250.0,14900.0,984590.0
2020-11-25T00:00:00+09:00,15550.0,15400.0,16000.0,15100.0,3033182.0
2020-11-26T00:00:00+09:00,15200.0,15450.0,15500.0,14950.0,969101.0
2020-11-27T00:00:00+09:00,15150.0,15050.0,15400.0,14950.0,608906.0
2020-11-30T00:00:00+09:00,14800.0,15150.0,15200.0,14800.0,658257.0
2020-12-01T00:00:00+09:00,15700.0,14850.0,15700.0,14850.0,1348124.0
2020-12-02T00:00:00+09:00,16300.0,15600.0,16500.0,15600.0,2361016.0
2020-12-03T00:00:00+09:00,16050.0,16400.0,16650.0,15850.0,1104701.0
2020-12-04T00:00:00+09:00,15750.0,16150.0,16200.0,15500.0,928038.0
2020-12-07T00:00:00+09:00,15650.0,15500.0,15900.0,15100.0,923737.0
2020-12-08T00:00:00+09:00,16100.0,15700.0,16150.0,15500.0,926100.0
2020-12-09T00:00:00+09:00,16050.0,16100.0,16500.0,15900.0,915844.0
2020-12-10T00:00:00+09:00,16450.0,15950.0,16700.0,15800.0,1187769.0
2020-12-11T00:00:00+09:00,16600.0,16500.0,16800.0,16400.0,669884.0
2020-12-14T00:00:00+09:00,16050.0,16250.0,16300.0,15950.0,673370.0
2020-12-15T00:00:00+09:00,16000.0,16000.0,16100.0,15650.0,614786.0
2020-12-16T00:00:00+09:00,15850.0,16100.0,16150.0,15800.0,426638.0
2020-12-17T00:00:00+09:00,15450.0,15900.0,15900.0,15300.0,793407.0
2020-12-18T00:00:00+09:00,15550.0,15400.0,15750.0,15250.0,492049.0
2020-12-21T00:00:00+09:00,15400.0,15400.0,15500.0,15000.0,642144.0
2020-12-22T00:00:00+09:00,14900.0,15200.0,15500.0,14850.0,633884.0
2020-12-23T00:00:00+09:00,14600.0,14850.0,15100.0,14500.0,745435.0
2020-12-24T00:00:00+09:00,15150.0,14800.0,15300.0,14750.0,747713.0
2020-12-28T00:00:00+09:00,15050.0,15050.0,15100.0,14800.0,691728.0
2020-12-29T00:00:00+09:00,15350.0,15150.0,15400.0,14900.0,520215.0
2020-12-30T00:00:00+09:00,15300.0,15250.0,15600.0,15100.0,604250.0
2021-01-04T00:00:00+09:00,15200.0,15350.0,15400.0,15100.0,686191.0
2021-01-05T00:00:00+09:00,15200.0,15000.0,15350.0,15000.0,564107.0
2021-01-06T00:00:00+09:00,15500.0,15250.0,15800.0,15150.0,1170188.0
2021-01-07T00:00:00+09:00,15350.0,15600.0,15700.0,15200.0,791568.0
2021-01-08T00:00:00+09:00,15600.0,15450.0,15600.0,15200.0,804018.0
2021-01-11T00:00:00+09:00,15250.0,15700.0,15750.0,14950.0,1143314.0
2021-01-12T00:00:00+09:00,15700.0,15100.0,15850.0,14900.0,1504391.0
2021-01-13T00:00:00+09:00,16250.0,15900.0,16250.0,15500.0,1421500.0
2021-01-14T00:00:00+09:00,16600.0,16300.0,17250.0,16050.0,2150930.0
2021-01-15T00:00:00+09:00,16750.0,16750.0,17000.0,16350.0,1591762.0
2021-01-18T00:00:00+09:00,15400.0,16450.0,17150.0,15350.0,3138696.0
2021-01-19T00:00:00+09:00,15800.0,15550.0,16150.0,15500.0,1288144.0
2021-01-20T00:00:00+09:00,15900.0,15900.0,16000.0,15600.0,816905.0
2021-01-21T00:00:00+09:00,15900.0,16100.0,16200.0,15800.0,696891.0
2021-01-22T00:00:00+09:00,16700.0,16150.0,16800.0,15650.0,1818813.0
2021-01-25T00:00:00+09:00,17100.0,16700.0,17500.0,16700.0,2095214.0
2021-01-26T00:00:00+09:00,16550.0,17250.0,17250.0,16350.0,1305224.0
2021-01-27T00:00:00+09:00,16650.0,16700.0,16850.0,16050.0,1226351.0
2021-01-28T00:00:00+09:00,16500.0,16150.0,16500.0,16050.0,971245.0
2021-01-29T00:00:00+09:00,15800.0,16600.0,16650.0,15350.0,1393542.0
2021-02-01T00:00:00+09:00,15800.0,15650.0,15950.0,15300.0,732254.0
2021-02-02T00:00:00+09:00,15850.0,16000.0,16100.0,15650.0,782943.0
2021-02-03T00:00:00+09:00,16050.0,16100.0,16150.0,15750.0,989774.0
2021-02-04T00:00:00+09:00,16100.0,16000.0,16400.0,15800.0,884058.0
2021-02-05T00:00:00+09:00,16300.0,16150.0,16400.0,15900.0,927040.0
2021-02-08T00:00:00+09:00,16650.0,16250.0,16750.0,16100.0,1284484.0
2021-02-09T00:00:00+09:00,16300.0,16750.0,16750.0,16000.0,1114691.0
2021-02-10T00:00:00+09:00,16200.0,16150.0,16250.0,15850.0,870833.0
2021-02-15T00:00:00+09:00,16250.0,16350.0,16450.0,16050.0,802820.0
2021-02-16T00:00:00+09:00,16400.0,16250.0,16450.0,16100.0,615965.0
2021-02-17T00:00:00+09:00,16100.0,16400.0,16450.0,16050.0,511741.0
2021-02-18T00:00:00+09:00,16200.0,16050.0,16350.0,15950.0,667036.0
2021-02-19T00:00:00+09:00,15750.0,16150.0,16200.0,15500.0,1199809.0
2021-02-22T00:00:00+09:00,15900.0,15850.0,16200.0,15750.0,1002142.0
2021-02-23T00:00:00+09:00,17300.0,15950.0,17450.0,15850.0,6485683.0
2021-02-24T00:00:00+09:00,16900.0,17200.0,18000.0,16800.0,4649636.0
2021-02-25T00:00:00+09:00,17550.0,17500.0,17600.0,16900.0,2162445.0
2021-02-26T00:00:00+09:00,17200.0,17000.0,17550.0,16950.0,2090347.0
2021-03-02T00:00:00+09:00,17650.0,17550.0,17900.0,17200.0,2330193.0
2021-03-03T00:00:00+09:00,18000.0,17550.0,18000.0,17300.0,1502993.0
2021-03-04T00:00:00+09:00,18600.0,17850.0,18800.0,17650.0,3428797.0
2021-03-05T00:00:00+09:00,18650.0,18450.0,18750.0,18050.0,1308587.0
2021-03-08T00:00:00+09:00,17750.0,18550.0,18600.0,17550.0,1886379.0
2021-03-09T00:00:00+09:00,18100.0,17750.0,18350.0,17500.0,1635640.0
2021-03-10T00:00:00+09:00,17900.0,17800.0,18050.0,17550.0,965268.0
2021-03-11T00:00:00+09:00,17800.0,17800.0,18050.0,17300.0,1361791.0
2021-03-12T00:00:00+09:00,17950.0,18050.0,18200.0,17750.0,816080.0
2021-03-15T00:00:00+09:00,18050.0,18100.0,18350.0,17800.0,714595.0
2021-03-16T00:00:00+09:00,18400.0,18250.0,18700.0,18150.0,1374595.0
2021-03-17T00:00:00+09:00,18250.0,18400.0,18500.0,17900.0,919285.0
2021-03-18T00:00:00+09:00,17650.0,18300.0,18400.0,17650.0,1275127.0
2021-03-19T00:00:00+09:00,17700.0,17400.0,17850.0,17400.0,654962.0
2021-03-22T00:00:00+09:00,18050.0,17700.0,18100.0,17500.0,831926.0
2021-03-23T00:00:00+09:00,17800.0,18000.0,18100.0,17750.0,433753.0
2021-03-24T00:00:00+09:00,17800.0,17400.0,17800.0,17300.0,576686.0
2021-03-25T00:00:00+09:00,17900.0,17650.0,18000.0,17550.0,600196.0
2021-03-26T00:00:00+09:00,17500.0,17950.0,18000.0,17250.0,933084.0
2021-03-29T00:00:00+09:00,17100.0,17500.0,17500.0,16850.0,875526.0
2021-03-30T00:00:00+09:00,16650.0,17050.0,17250.0,16550.0,1729934.0
2021-03-31T00:00:00+09:00,16650.0,16700.0,16850.0,16550.0,632875.0
2021-04-01T00:00:00+09:00,17000.0,16750.0,17050.0,16650.0,727685.0
2021-04-02T00:00:00+09:00,16700.0,17050.0,17100.0,16550.0,1113777.0
2021-04-05T00:00:00+09:00,16800.0,16700.0,16800.0,16500.0,375740.0
2021-04-06T00:00:00+09:00,17100.0,16900.0,17100.0,16650.0,697788.0
2021-04-07T00:00:00+09:00,17050.0,17050.0,17100.0,16850.0,687655.0
2021-04-08T00:00:00+09:00,17050.0,16850.0,17050.0,16800.0,711121.0
2021-04-09T00:00:00+09:00,16750.0,16950.0,17000.0,16700.0,578178.0
2021-04-12T00:00:00+09:00,16550.0,16700.0,16700.0,16350.0,685416.0
2021-04-13T00:00:00+09:00,16750.0,16550.0,16800.0,16450.0,470901.0
2021-04-14T00:00:00+09:00,16300.0,16650.0,16700.0,16250.0,943689.0
2021-04-15T00:00:00+09:00,16050.0,16350.0,16350.0,15950.0,1002363.0
2021-04-16T00:00:00+09:00,16150.0,16150.0,16300.0,16050.0,537220.0
2021-04-19T00:00:00+09:00,16300.0,16200.0,16400.0,16050.0,546031.0
2021-04-20T00:00:00+09:00,16700.0,16350.0,16800.0,16250.0,725655.0
2021-04-21T00:00:00+09:00,16500.0,16550.0,16650.0,16350.0,541752.0
2021-04-22T00:00:00+09:00,16600.0,16550.0,16600.0,16400.0,352983.0
2021-04-23T00:00:00+09:00,16600.0,16300.0,16650.0,16250.0,465326.0
2021-04-26T00:00:00+09:00,17100.0,16650.0,17100.0,16600.0,949043.0
2021-04-27T00:00:00+09:00,17200.0,17150.0,17200.0,16900.0,617994.0
2021-04-28T00:00:00+09:00,17300.0,17150.0,17300.0,16700.0,961710.0
2021-04-29T00:00:00+09:00,17800.0,17450.0,17850.0,17100.0,1675397.0
2021-04-30T00:00:00+09:00,18000.0,17800.0,18500.0,17550.0,3215598.0
2021-05-03T00:00:00+09:00,18000.0,18050.0,18250.0,17500.0,1734156.0
2021-05-04T00:00:00+09:00,17300.0,17900.0,17950.0,16750.0,2297797.0
2021-05-06T00:00:00+09:00,17750.0,17300.0,17850.0,17000.0,1221452.0
2021-05-07T00:00:00+09:00,17600.0,17800.0,17900.0,17500.0,879132.0
2021-05-10T00:00:00+09:00,18150.0,17600.0,18450.0,17500.0,1933853.0
2021-05-11T00:00:00+09:00,18400.0,18150.0,18650.0,18100.0,1777020.0
2021-05-12T00:00:00+09:00,18250.0,18400.0,18600.0,17850.0,1165128.0
2021-05-13T00:00:00+09:00,18600.0,17900.0,19150.0,17800.0,2405045.0
2021-05-14T00:00:00+09:00,18700.0,18800.0,19100.0,18600.0,1403604.0
2021-05-17T00:00:00+09:00,18900.0,18850.0,19100.0,18400.0,1252624.0
2021-05-18T00:00:00+09:00,19050.0,19000.0,19300.0,18750.0,999853.0
2021-05-20T00:00:00+09:00,19250.0,18950.0,19300.0,18650.0,781681.0
2021-05-21T00:00:00+09:00,18350.0,19250.0,19300.0,18100.0,1983416.0
2021-05-24T00:00:00+09:00,18550.0,18200.0,18600.0,18050.0,690822.0
2021-05-25T00:00:00+09:00,19050.0,18650.0,19200.0,18450.0,1264176.0
2021-05-26T00:00:00+09:00,19450.0,19100.0,19550.0,19050.0,1284051.0
2021-05-27T00:00:00+09:00,19650.0,19450.0,19800.0,19250.0,1256696.0
2021-05-28T00:00:00+09:00,19500.0,19500.0,19600.0,19100.0,887093.0
2021-05-31T00:00:00+09:00,19850.0,19450.0,20050.0,19400.0,1365797.0
2021-06-01T00:00:00+09:00,19400.0,19850.0,20000.0,19000.0,1828647.0
2021-06-02T00:00:00+09:00,19800.0,19400.0,19900.0,19250.0,1085957.0
2021-06-03T00:00:00+09:00,19900.0,19850.0,20000.0,19600.0,669975.0
2021-06-04T00:00:00+09:00,19100.0,19800.0,19800.0,18950.0,1808696.0
2021-06-07T00:00:00+09:00,19100.0,19250.0,19250.0,18700.0,880138.0
2021-06-08T00:00:00+09:00,19150.0,19000.0,19300.0,18900.0,565714.0
2021-06-09T00:00:00+09:00,19250.0,19250.0,19550.0,19050.0,814651.0
2021-06-10T00:00:00+09:00,19650.0,19500.0,20100.0,19300.0,2405042.0
2021-06-11T00:00:00+09:00,19400.0,19700.0,19700.0,19100.0,1024603.0
2021-06-14T00:00:00+09:00,19000.0,19400.0,19400.0,18900.0,741049.0
2021-06-15T00:00:00+09:00,19050.0,18850.0,19100.0,18500.0,1010376.0
2021-06-16T00:00:00+09:00,19300.0,18950.0,19300.0,18800.0,807041.0
2021-06-17T00:00:00+09:00,19500.0,19200.0,19550.0,19050.0,793688.0
2021-06-18T00:00:00+09:00,19450.0,19400.0,19500.0,19200.0,506709.0
2021-06-21T00:00:00+09:00,18600.0,19200.0,19300.0,18400.0,1765616.0
2021-06-22T00:00:00+09:00,18900.0,18850.0,19050.0,18700.0,716323.0
2021-06-23T00:00:00+09:00,18550.0,18800.0,18800.0,18250.0,987686.0
2021-06-24T00:00:00+09:00,18350.0,18400.0,18400.0,17850.0,1049521.0
2021-06-25T00:00:00+09:00,18400.0,18350.0,18700.0,18250.0,618645.0
2021-06-28T00:00:00+09:00,18300.0,18150.0,18400.0,18050.0,559036.0
2021-06-29T00:00:00+09:00,18200.0,18250.0,18450.0,17900.0,955607.0
2021-06-30T00:00:00+09:00,18100.0,18150.0,18250.0,17900.0,762029.0
2021-07-01T00:00:00+09:00,18100.0,18050.0,18200.0,17950.0,591485.0
2021-07-02T00:00:00+09:00,18050.0,18100.0,18150.0,17900.0,711190.0
2021-07-05T00:00:00+09:00,18200.0,18000.0,18250.0,17900.0,536178.0
2021-07-06T00:00:00+09:00,18650.0,18200.0,18700.0,18150.0,920499.0
2021-07-07T00:00:00+09:00,17850.0,18300.0,18350.0,17800.0,1082282.0
2021-07-08T00:00:00+09:00,17150.0,17700.0,17950.0,17150.0,1171641.0
2021-07-09T00:00:00+09:00,17100.0,17000.0,17200.0,16700.0,1269531.0
2021-07-12T00:00:00+09:00,17200.0,17200.0,17350.0,17050.0,497268.0
2021-07-13T00:00:00+09:00,17550.0,17250.0,17650.0,17150.0,557532.0
2021-07-14T00:00:00+09:00,17050.0,17300.0,17350.0,17000.0,917841.0
2021-07-15T00:00:00+09:00,17200.0,17100.0,17250.0,17050.0,424277.0
2021-07-16T00:00:00+09:00,17000.0,17150.0,17250.0,16950.0,698980.0
2021-07-19T00:00:00+09:00,16800.0,16850.0,17000.0,16700.0,615399.0
2021-07-20T00:00:00+09:00,16850.0,16550.0,16900.0,16500.0,462547.0
2021-07-21T00:00:00+09:00,16800.0,17050.0,17100.0,16700.0,681422.0
2021-07-22T00:00:00+09:00,17200.0,16950.0,17500.0,16850.0,1186537.0
2021-07-23T00:00:00+09:00,17200.0,17100.0,17200.0,16900.0,521396.0
2021-07-26T00:00:00+09:00,16800.0,17150.0,17150.0,16800.0,487245.0
2021-07-27T00:00:00+09:00,17100.0,16900.0,17150.0,16800.0,581340.0
2021-07-28T00:00:00+09:00,17100.0,16950.0,17100.0,16800.0,459284.0
2021-07-29T00:00:00+09:00,17250.0,17050.0,17250.0,16950.0,552188.0
2021-07-30T00:00:00+09:00,16800.0,17200.0,17200.0,16650.0,992022.0
2021-08-02T00:00:00+09:00,16450.0,16750.0,16850.0,16350.0,843284.0
2021-08-03T00:00:00+09:00,16600.0,16450.0,16700.0,16300.0,605830.0
2021-08-04T00:00:00+09:00,16950.0,16600.0,17000.0,16550.0,772540.0
2021-08-05T00:00:00+09:00,16750.0,16650.0,16850.0,16600.0,529743.0
2021-08-06T00:00:00+09:00,16850.0,16950.0,17050.0,16750.0,514315.0
2021-08-09T00:00:00+09:00,16750.0,16750.0,16800.0,16600.0,408615.0
2021-08-10T00:00:00+09:00,16500.0,16750.0,16750.0,16450.0,587776.0
2021-08-11T00:00:00+09:00,16500.0,16450.0,16750.0,16400.0,520996.0
2021-08-12T00:00:00+09:00,16450.0,16400.0,16600.0,16250.0,1040635.0
2021-08-13T00:00:00+09:00,16200.0,16400.0,16500.0,16050.0,692438.0
2021-08-17T00:00:00+09:00,15600.0,16150.0,16200.0,15600.0,864115.0
2021-08-18T00:00:00+09:00,15900.0,15450.0,16000.0,15250.0,651808.0
2021-08-19T00:00:00+09:00,15100.0,15600.0,15900.0,15100.0,919973.0
2021-08-20T00:00:00+09:00,15050.0,15150.0,15250.0,14800.0,661975.0
2021-08-23T00:00:00+09:00,15550.0,15050.0,15650.0,15050.0,513413.0
2021-08-24T00:00:00+09:00,16400.0,15750.0,16400.0,15650.0,763943.0
2021-08-25T00:00:00+09:00,16450.0,16500.0,16500.0,16150.0,433469.0
2021-08-26T00:00:00+09:00,16600.0,16500.0,16800.0,16400.0,556308.0
2021-08-27T00:00:00+09:00,16700.0,16450.0,16750.0,16300.0,480850.0
2021-08-30T00:00:00+09:00,16950.0,16850.0,17200.0,16800.0,761248.0
2021-08-31T00:00:00+09:00,17000.0,16900.0,17050.0,16550.0,526111.0
2021-09-01T00:00:00+09:00,17100.0,16950.0,17150.0,16800.0,482220.0
2021-09-02T00:00:00+09:00,17450.0,17050.0,17600.0,16850.0,1849933.0
2021-09-03T00:00:00+09:00,17450.0,17500.0,17550.0,17150.0,932597.0
2021-09-06T00:00:00+09:00,16900.0,17400.0,17450.0,16750.0,1280458.0
2021-09-07T00:00:00+09:00,17250.0,16900.0,17250.0,16700.0,608177.0
2021-09-08T00:00:00+09:00,17250.0,17150.0,17300.0,16800.0,1164762.0
2021-09-09T00:00:00+09:00,16900.0,17000.0,17050.0,16650.0,787606.0
2021-09-10T00:00:00+09:00,17200.0,16900.0,17300.0,16800.0,837003.0
2021-09-13T00:00:00+09:00,16900.0,17100.0,17200.0,16600.0,780105.0
2021-09-14T00:00:00+09:00,17350.0,16900.0,17400.0,16850.0,1795081.0
2021-09-15T00:00:00+09:00,17700.0,17350.0,18200.0,17100.0,2332755.0
2021-09-16T00:00:00+09:00,17350.0,17750.0,17800.0,17100.0,1424581.0
2021-09-17T00:00:00+09:00,17100.0,17500.0,17800.0,16900.0,1809946.0
2021-09-23T00:00:00+09:00,17450.0,16850.0,17550.0,16700.0,1329931.0
2021-09-24T00:00:00+09:00,17100.0,17600.0,17700.0,17000.0,877541.0
2021-09-27T00:00:00+09:00,17250.0,17000.0,17350.0,16850.0,457174.0
2021-09-28T00:00:00+09:00,17450.0,17200.0,17450.0,17050.0,713895.0
2021-09-29T00:00:00+09:00,17450.0,17100.0,17450.0,17000.0,684549.0
2021-09-30T00:00:00+09:00,17650.0,17450.0,17650.0,17200.0,708019.0
2021-10-01T00:00:00+09:00,17350.0,17350.0,17500.0,17050.0,794776.0
2021-10-05T00:00:00+09:00,17850.0,17350.0,18050.0,17350.0,2263238.0
2021-10-06T00:00:00+09:00,17450.0,17900.0,17950.0,17150.0,1569260.0
2021-10-07T00:00:00+09:00,17650.0,17500.0,17700.0,17250.0,954548.0
2021-10-08T00:00:00+09:00,17250.0,17700.0,17750.0,17200.0,844072.0
2021-10-12T00:00:00+09:00,17150.0,17250.0,17300.0,17000.0,583338.0
2021-10-13T00:00:00+09:00,17600.0,17300.0,17700.0,17300.0,1063737.0
2021-10-14T00:00:00+09:00,17650.0,17650.0,17850.0,17450.0,1432396.0
2021-10-15T00:00:00+09:00,17950.0,17800.0,18150.0,17650.0,1391622.0
2021-10-18T00:00:00+09:00,18100.0,18100.0,18300.0,17800.0,1120082.0
2021-10-19T00:00:00+09:00,18100.0,18200.0,18200.0,17900.0,695718.0
2021-10-20T00:00:00+09:00,17700.0,18000.0,18350.0,17700.0,821542.0
2021-10-21T00:00:00+09:00,17850.0,17700.0,17950.0,17600.0,661855.0
2021-10-22T00:00:00+09:00,17800.0,17700.0,17850.0,17500.0,881862.0
2021-10-25T00:00:00+09:00,18250.0,17850.0,18300.0,17600.0,1295142.0
2021-10-26T00:00:00+09:00,18200.0,18350.0,18350.0,18050.0,633108.0
2021-10-27T00:00:00+09:00,17850.0,18200.0,18200.0,17800.0,749763.0
2021-10-28T00:00:00+09:00,17800.0,17800.0,17850.0,17550.0,677227.0
2021-10-29T00:00:00+09:00,17400.0,17750.0,17850.0,17300.0,848393.0
2021-11-01T00:00:00+09:00,16950.0,17400.0,17650.0,16900.0,726805.0
2021-11-02T00:00:00+09:00,17300.0,17000.0,17350.0,16950.0,437559.0
2021-11-03T00:00:00+09:00,16650.0,17200.0,17200.0,16600.0,821236.0
2021-11-04T00:00:00+09:00,16700.0,16750.0,16850.0,16550.0,558970.0
2021-11-05T00:00:00+09:00,16100.0,16700.0,16700.0,16000.0,925017.0
2021-11-08T00:00:00+09:00,17050.0,16750.0,17150.0,16650.0,1269214.0
2021-11-09T00:00:00+09:00,17050.0,16900.0,17200.0,16750.0,694047.0
2021-11-10T00:00:00+09:00,16700.0,16900.0,16950.0,16650.0,447731.0
2021-11-11T00:00:00+09:00,16700.0,16500.0,16850.0,16250.0,789207.0
2021-11-12T00:00:00+09:00,16850.0,16550.0,16900.0,16450.0,436251.0
2021-11-15T00:00:00+09:00,16450.0,16850.0,16850.0,16400.0,497981.0
2021-11-16T00:00:00+09:00,16400.0,16500.0,16600.0,16200.0,509683.0
2021-11-17T00:00:00+09:00,15900.0,16350.0,16350.0,15800.0,728918.0
2021-11-18T00:00:00+09:00,15400.0,15750.0,15800.0,15350.0,761180.0
2021-11-19T00:00:00+09:00,15500.0,15400.0,15600.0,15400.0,375705.0
2021-11-22T00:00:00+09:00,15500.0,15300.0,15550.0,15200.0,536141.0
2021-11-23T00:00:00+09:00,15650.0,15450.0,15800.0,15350.0,339692.0
2021-11-24T00:00:00+09:00,15100.0,15550.0,15600.0,15000.0,829833.0
2021-11-25T00:00:00+09:00,14850.0,15150.0,15200.0,14800.0,463186.0
2021-11-26T00:00:00+09:00,14400.0,14800.0,14850.0,14250.0,855356.0
2021-11-29T00:00:00+09:00,14050.0,13750.0,14200.0,13750.0,1188917.0
2021-11-30T00:00:00+09:00,13700.0,14150.0,14250.0,13550.0,885734.0
2021-12-01T00:00:00+09:00,14250.0,13500.0,14250.0,13500.0,728654.0
2021-12-02T00:00:00+09:00,14400.0,13900.0,14450.0,13800.0,538341.0
2021-12-03T00:00:00+09:00,14550.0,14700.0,14850.0,14350.0,602268.0
2021-12-06T00:00:00+09:00,14800.0,14400.0,14850.0,14150.0,408442.0
2021-12-07T00:00:00+09:00,15000.0,15150.0,15250.0,14900.0,476149.0
2021-12-08T00:00:00+09:00,14850.0,15100.0,15100.0,14750.0,352097.0
2021-12-09T00:00:00+09:00,15100.0,14950.0,15250.0,14850.0,415280.0
