날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,기관합계,전체
2022-06-13,-753510250,1336100,-34520250,55107600,0,0,0,-159140150,-741421800,1583505300,48643450,-890726950,0
2022-06-14,517097400,254996350,142805550,136950350,0,0,-440687500,-139720300,-297457850,-175654150,1670150,471441850,0
2022-06-15,105299900,151247900,297674900,262492150,0,0,330745350,73191500,292853800,-1562660000,49154500,1220651700,0
2022-06-16,173910350,81561300,186034300,5665600,0,0,-291609100,3394900,217984450,-403403050,26461250,158957350,0
2022-06-17,77468500,24559650,601722000,178783850,43273150,0,-75294800,-990600,-1229653550,379749750,382050,849521750,0
2022-06-20,-118171650,0,1052793650,770392400,0,0,0,-11734450,-1044716800,-639117350,-9445800,1693279950,0
2022-06-21,38446750,484007500,397042750,-857361550,0,0,565590550,-10998700,-828548000,210796200,1024500,616727300,0
2022-06-22,-521959050,60012400,-88039350,-49649050,0,0,92415200,37139400,1516665650,-1123629950,77044750,-470080450,0
2022-06-23,1894922000,-503653400,-2105189000,-4327811400,0,0,-175552100,-127638150,4463446300,840249800,41225950,-5344922050,0
2022-06-24,501555150,-70357300,-22645450,-363495300,0,-55391600,455372200,7300450,-362900550,-83116450,-6321150,452338150,0
2022-06-27,-209718100,133533850,419695600,-403574800,0,-123091400,48444050,12021650,-1220619150,1341010900,2297400,-122689150,0
2022-06-28,-466300450,-135029550,-547660750,-206827250,0,0,-32839750,-334339150,2186153650,-466126700,2969950,-1722996900,0
2022-06-29,-515115900,525715850,279407850,-471878800,0,0,553303100,-2598400,366926150,-734500450,-1259400,368833700,0
2022-06-30,-408912850,360075350,78426000,36661150,0,0,253637100,187458300,339312100,-854998800,8341650,507345050,0
2022-07-01,-148792000,-145012900,-994817000,-147006350,0,0,56132750,1325000,964836150,377729750,35604600,-1378170500,0
2022-07-04,102509650,30820200,59207250,-37741850,0,0,35373350,7203250,198179150,-394466850,-1084150,197371850,0
2022-07-05,1230446600,178973000,128141500,-858603000,0,0,169868500,7550000,-651932350,-198576300,-5867950,856376600,0
2022-07-06,315791500,78126150,471970050,-1391091500,0,0,112615600,27349600,-123920100,498437650,10721050,-385238600,0
2022-07-07,159587200,37631400,4702000,-39094350,0,0,75624400,2338174800,-1660829850,-910206000,-5589600,2576625450,0
2022-07-08,226459750,-64692150,121239250,164301600,0,0,-86385850,37784950,-80857450,-317904150,54050,398707550,0
2022-07-11,-530239300,-1314504250,-1377667950,-527899500,0,0,-619267500,-2923093350,10284192850,-3006046350,14525350,-7292671850,0
2022-07-12,337748650,-535204100,-1120881600,-469506950,0,0,-233033250,-62834450,1004277250,1062715150,16719300,-2083711700,0
2022-07-13,71846050,-5366100,363094550,102398900,0,0,0,-255581000,-1810100000,1564627050,-30919450,276392400,0
2022-07-14,-568052200,17112750,666880100,-39714650,0,0,0,-220551850,-881511650,1035370300,-9532800,-144325850,0
2022-07-15,147414250,-35999850,-292743750,-36358150,0,0,0,-765924650,1055519300,-78106850,6199700,-983612150,0
2022-07-18,-127419150,-102050,15945250,-5103150,0,0,0,-1431415900,307185700,1236551000,4358300,-1548095000,0
2022-07-19,70830300,-47599200,81674800,3669850,0,0,-15850000,-1213870000,1434992050,-327941350,14093550,-1121144250,0
2022-07-20,286310450,190150,-117397000,-15442650,0,0,71774350,-1303414450,-306479750,1391674900,-7216000,-1077979150,0
2022-07-21,-11692100,25074600,-388310050,123197400,0,0,-50618250,-335805450,-187921550,824666050,1409350,-638153850,0
2022-07-22,-481588450,246156100,78128550,225527350,0,0,48805050,3901767700,-2866396700,-1153224850,825250,4018796300,0
2022-07-25,152371950,-12767550,-16032550,-18850150,0,0,0,1903649950,-877313350,-1129111350,-1946950,2008371650,0
2022-07-26,-8001100,-177256850,-6242350,-177294150,0,0,0,244392500,518044800,-388334950,-5307900,-124401950,0
2022-07-27,64711750,537850,-130311900,-83282650,0,0,-28556050,382153250,135086900,-341652200,1313050,205252250,0
2022-07-28,175526800,160478500,1582001250,484741450,0,0,91041750,606763850,-2543729000,-556229550,-595050,3100553600,0
2022-07-29,168097950,10807000,84423350,356679800,0,0,107097350,767540850,-51793800,-1442013550,-838950,1494646300,0
2022-08-01,-251004500,9682600,272240900,563870750,0,0,0,-8364400,-163496800,-421558550,-1370000,586425350,0
2022-08-02,-4701250,192105550,1440165350,746943800,0,0,776821150,522838700,-2336845650,-1253182700,-84144950,3674173300,0
2022-08-03,560343800,291514250,1721357000,829428850,0,3479000,648747200,630728850,-3283527700,-1400495900,-1575350,4685598950,0
2022-08-04,-1220037850,124588100,1472885750,791242450,61323950,512500,1824131150,-317636800,-2437307000,-271171300,-28530950,2737009250,0
2022-08-05,255700200,45193450,121592500,147167050,0,989450,521657250,104875350,-81129550,-1116687950,642250,1197175250,0
2022-08-08,-326617300,-590103400,386471500,1455502000,24135050,0,121871250,996524000,-1929459500,-138601150,277550,2067783100,0
2022-08-09,-774974850,0,841707200,270287000,0,0,346130900,758440200,-775382750,-670846600,4638900,1441590450,0
2022-08-10,-424438200,-472350,537341750,-83669450,129933450,0,276631150,1008743100,-904101400,-540187600,219550,1444069450,0
2022-08-11,-213543200,430180600,1114981650,185381300,0,0,-227337650,915945300,-2567364500,365579750,-3823250,2205608000,0
2022-08-12,-51301950,-361850,237131950,64941800,0,0,1619300,-619340400,-843004500,1215635650,-5320000,-367311150,0
2022-08-16,-290922100,34320500,-59372050,-582155750,43307750,0,1558500,558378850,-1232627550,1527084500,427350,-294884300,0
2022-08-17,-693237850,-28696900,-221496700,-79924450,0,0,0,657100,-456183550,1485684100,-6801750,-1022698800,0
2022-08-18,361973200,221847000,39808650,283415200,0,0,-1700214850,-222787800,-1906867350,2924211550,-1385600,-1015958600,0
2022-08-19,-359470650,60788450,193445050,18126200,0,0,68755150,-647918350,-70306700,736077000,503850,-666274150,0
2022-08-22,-398051200,-87320750,78590900,20164100,0,0,-1074950,-461369350,-1829329950,2679178250,-787050,-849061250,0
2022-08-23,-737653850,97128000,79932550,129821500,15732150,250750,371542300,-1999025250,263260600,1750345400,28665850,-2042271850,0
2022-08-24,-367955650,803152950,4519231000,4175942850,71411750,159611600,1344540700,-3066220800,-7200362350,-457587750,18235700,7639714400,0
2022-08-25,193986000,-103345100,605460800,451724400,19087100,285300,321113850,-30505150,-1118845300,-452405850,113443950,1457807200,0
2022-08-26,-349302600,6839150,34273500,-226555200,0,0,190477050,-21351550,2246673300,-1975934650,94881000,-365619650,0
2022-08-29,-75022550,164908000,1252196550,221090000,17794500,2903200,794368350,-1802178850,-791846300,257709450,-41922350,576059200,0
2022-08-30,207578250,216377150,800496250,420447700,0,43582100,482935350,74648800,5108150,-2279818350,28644600,2246065600,0
2022-08-31,-69772600,-280903700,371732450,1440660100,19722250,326449100,-41652550,9704550,-1259412750,-534481150,17954300,1775939600,0
2022-09-01,-1131938250,433504050,1064259300,1711090400,0,2005900,1235850,-2201259200,-2072568150,2427410200,-233740100,-121101950,0
2022-09-02,311620000,483553700,758921000,4216276600,0,0,878202550,-803236050,-3547826400,-2277386000,-20125400,5845337800,0
2022-09-05,-37473250,251628900,75901950,-195932100,0,0,803555700,-876295950,-729878500,709620050,-1126800,21385250,0
2022-09-06,-430333800,-121416000,292990550,-32655100,0,0,-104112750,2939200,-91173750,482113700,1647950,-392587900,0
2022-09-07,-178384350,130811850,879271800,-36823550,20582250,-23880050,646358000,156380000,-871467400,-725995250,3146700,1594315950,0
2022-09-08,412204300,15111500,-125377650,443354250,12970050,0,-465950600,444834400,-533600950,-44933250,-158612050,737146250,0
2022-09-13,1206132300,0,543849000,76663500,0,5043350,-957200,-521833500,-1567039550,157374850,100767250,1308897450,0
2022-09-14,-823795150,59176350,1739782450,57475300,1965400,0,0,-520567000,-820783250,300848700,5897200,514037350,0
2022-09-15,-463431500,81059500,302339550,831284950,0,0,0,-899407350,-201342800,341968250,7529400,-148154850,0
2022-09-16,-31551150,13839300,-129600,34940850,0,0,-29407900,464920550,-745498650,286687850,6198750,452612050,0
2022-09-19,339702150,130374750,433556050,123930800,0,0,80549250,303641900,-654192950,-651606950,-105955000,1411754900,0
2022-09-20,769083400,152585650,1265445400,2493615600,0,0,1612172200,-1582793800,-7718631050,3015471500,-6948900,4710108450,0
2022-09-21,661871550,10857250,212611250,-542539800,0,-33197950,135607800,-46286900,64937850,-517371600,53510550,398923200,0
2022-09-22,-318257450,-67689500,1358030450,574234250,0,0,1662030600,-53358600,-622470900,-2543595150,11076300,3154989750,0
2022-09-23,440542200,-1460575800,-18522100,-1116572650,-740198150,0,3291162700,-897116400,4864969950,-4202605850,-161083900,-501280200,0
2022-09-26,3037388100,-111322500,-165648150,294980550,0,0,4588700,234923350,-2037517800,-1251322800,-6069450,3294910050,0
2022-09-27,-2283203800,-300850700,1571365850,-1966365800,-44481800,0,4766242100,-89439750,-6528028400,4860024550,14737750,1653266100,0
2022-09-28,759923300,75791450,-116076100,-1034833250,0,18042500,166254400,-26549850,-652550450,722381700,87616300,-157447550,0
2022-09-29,113282250,6950250,207607250,-1021204200,0,0,1083488350,3709700,-18784350,-468666200,93616950,393833600,0
2022-09-30,-765407800,2340650,-299730850,-25679350,0,0,-95047200,75889400,-316204300,1477350600,-53511150,-1107635150,0
2022-10-04,486237400,331667400,-216008550,-429144450,0,0,103949400,-65267100,-698086700,491461350,-4808750,211434100,0
2022-10-05,106230750,-7715600,-770808150,-1499376950,0,0,163836350,-130607300,1066105550,1060669000,11666350,-2138440900,0
2022-10-06,615725850,-398376250,-1413252800,-1785525250,0,0,-279490600,55656200,3073927550,131896800,-561500,-3205262850,0
2022-10-07,-258985400,84184500,1194503050,-657562300,-46625700,27189850,1598808300,177358900,-4405973700,2288202250,-1099750,2118871200,0
2022-10-11,-2142800700,-59208900,-1680042300,881647600,0,0,-448992400,673317650,3212066450,-484470700,48483300,-2776079050,0
2022-10-12,187493150,-67811100,-1047366600,-651782050,-34329100,0,-203606500,27194400,1751858350,215001100,-176651650,-1790207800,0
2022-10-13,339778450,-136720800,-2115142100,-667832850,0,0,-458654000,6152950,1385327400,1616515950,30575000,-3032418350,0
2022-10-14,41719550,490127150,-462632400,537852800,0,0,648169750,3582100,-1123925800,-88159300,-46733850,1258818950,0
2022-10-17,-339802450,-1230600,301050800,221813400,0,0,482211100,11281450,973752350,-1649396100,320050,675323700,0
2022-10-18,1674737950,350922500,1693503900,472893150,-38674050,0,979660300,949350,-4826145100,-296225600,-11622400,5133993100,0
2022-10-19,-222835350,-248916350,-961805750,-193266300,-3791450,0,606516900,1002600,657573100,350989600,14533000,-1023095700,0
2022-10-20,-492748750,-39813850,114017850,-197760650,0,-14600,-2426150,9668200,1147965200,-568287250,29400000,-609077950,0
2022-10-21,-451571600,19235450,-68909600,299039850,0,0,149662000,-2286000,-166772550,206852450,14750000,-54829900,0
2022-10-24,701566250,-34977700,-73357000,-40814550,0,0,-287852800,34291400,2280468450,-2639281550,59957500,298855600,0
2022-10-25,-1523136500,-415900400,-566091850,1034570050,0,0,-452528100,6320900,2365643200,-549691950,100814650,-1916765900,0
2022-10-26,12636350,-187122850,-1081183000,661292850,7298350,0,-356263500,3069100,186256400,688261850,65754450,-940272700,0
2022-10-27,443371050,152925800,-927587250,863120250,-74210100,-14100,-442979300,11962600,286502000,-314537350,1446400,26588950,0
2022-10-28,330163400,-568900,-160804750,821122350,-181367900,0,9600,76169650,-1308724250,426856600,-2855800,884723450,0
2022-10-31,237450550,-59675750,-477234800,157861450,0,-4617250,2707200,-13806750,-136774000,292313950,1775400,-157315350,0
2022-11-01,476484550,-159000,205231850,-49839750,0,0,-313742650,3601850,-1109854800,788107350,170600,321576850,0
2022-11-02,-62199450,0,235256850,744605250,-39841550,0,-19880000,-93155200,-1833865150,1089029750,-19950500,764785900,0
2022-11-03,-395169950,-251039000,-368378400,429147650,-135276550,0,-195950450,75292400,727419100,126429600,-12474400,-841374300,0
2022-11-04,-282116850,-116698450,-3071878600,1220176350,0,135650000,557477300,-45104250,-927705900,2733059600,-202859200,-1602494500,0
2022-11-07,278864200,-185539300,-1299231950,811492850,0,0,-519204000,-86746400,982328850,11340200,6695550,-1000364600,0
2022-11-08,212836100,-44630950,859218250,535919550,0,0,-89154750,-19340050,-1996152100,552271950,-10968000,1454848150,0
2022-11-09,-430571850,-112746350,-1326391300,219964050,0,0,-845951700,67668450,781355900,1642112700,4560100,-2428028700,0
2022-11-10,117474850,-159046300,408477900,-1023833250,0,-61900000,-654789250,8093450,384666100,981177750,-321250,-1365522600,0
2022-11-11,3899333150,1937304250,1227200,524082150,0,-80999700,-774332100,-1101291100,-13739231850,9425813400,-91905400,4405323850,0
2022-11-14,-735215700,262314000,979129150,146232850,0,0,-416878650,-1232682500,-2302604850,3308534450,-8828750,-997100850,0
2022-11-15,729113550,38330700,395136800,-441983350,0,-23910100,-5769100,-1609137250,-3267392650,4187588700,-1977300,-918218750,0
2022-11-16,-593676200,653139900,340584950,-1040256900,0,0,178521050,-2286315150,-3331943900,6094613600,-14667350,-2748002350,0
2022-11-17,-1217884400,0,20966150,-3290109500,0,0,63629400,-559113750,-510370850,5493352150,-469200,-4982512100,0
2022-11-18,-388061100,-661655800,-466907800,-1963606800,0,0,-407702950,6804250,-1082887250,4968844150,-4826700,-3881130200,0
2022-11-21,-563129000,-471186650,-2253395600,-1958526150,0,0,-317326350,1048000100,925616100,3583086350,6861200,-4515563650,0
2022-11-22,-1061098600,-2112093150,-2482294050,-396067700,0,0,-1020106800,41097900,3429749500,3563592150,37220750,-7030562400,0
2022-11-23,79897600,16000300,290697350,-902169200,0,-350,-722250,23993850,-1067635600,1525790850,34147450,-492302700,0
2022-11-24,110395500,966112700,-41082300,66299750,0,0,259942450,513433300,-685394800,-1176730150,-12976450,1875101400,0
2022-11-25,-165442650,87191300,154849600,-198956800,0,0,832165300,74480700,-215375550,-520485950,-48425950,784287450,0
2022-11-28,-814778350,247979750,-451118700,-256404450,0,0,24414550,200371350,10646400,1031166950,7722500,-1049535850,0
2022-11-29,1180473150,917797550,1832902100,168954350,0,0,979270800,-2986548750,-5422534150,3344483800,-14798850,2092849200,0
2022-11-30,-164308350,1377135800,2285113000,4233612000,0,0,25065850,-2101760100,-8733675500,3078465000,352300,5654858200,0
2022-12-01,1375235350,485174100,228719950,3339789650,0,0,194091200,-9594618400,1002694700,2943822700,25090750,-3971608150,0
2022-12-02,-1199151100,196305350,950687100,1150783400,0,0,87014950,9819950,-3100991750,1903758900,1773200,1195459650,0
2022-12-05,1338815850,-19913950,4212088600,5638433950,0,-905000,1766543750,-4937696600,-8311183650,348911950,-35094900,7997366600,0
2022-12-06,-247892300,-71300,329193450,846408300,0,0,149716400,-786117200,-1579396200,1296864850,-8706000,291237350,0
2022-12-07,-482551450,203531650,123316800,-1578081400,0,50,339382200,-3569072950,1795820850,3151783150,15871100,-4963475100,0
2022-12-08,-228006600,-341327350,-1645777550,-2411411450,0,0,160102600,2831236350,-1350011050,2985474400,-279350,-1635184000,0
2022-12-09,817490750,-481678850,606767600,-820551050,0,15127450,-717479350,138676750,-1167749050,1599707450,9688300,-441646700,0
2022-12-12,-955057750,-154606050,49735700,720092750,0,5624700,866747950,270414700,-792590950,-9772850,-588200,802952000,0
2022-12-13,-227346900,-537077650,-184369000,-536706600,0,7408150,1056705650,-70239100,-164158600,656219450,-435400,-491625450,0
2022-12-14,25487650,264271400,650198350,-449206000,0,0,0,-533203900,-773162650,823035850,-7420700,-42452500,0
2022-12-15,-511970000,-37445300,-836982150,966787400,0,0,-461184500,596067650,615403650,-351963150,21286400,-284726900,0
2022-12-16,-279686650,-900100,1455274150,532736500,0,0,-105924550,1249912150,-3935917050,1101228250,-16722700,2851411500,0
2022-12-19,-633726050,-65201850,-99493700,829701050,0,0,1792253900,512880650,-1388495600,-943321350,-4597050,2336414000,0
2022-12-20,-803393450,-216575250,-730306700,-1694416700,0,0,-143916250,2442504750,331491950,904064350,-89452700,-1146103600,0
2022-12-21,311113600,-251601350,-83613050,-28094400,0,0,-24464300,1414034850,-1404947900,84828350,-17255800,1337375350,0
2022-12-22,792222400,-77924950,-125519600,159019550,-72648150,0,-844526900,595172450,-1267028850,846816900,-5582850,425794800,0
2022-12-23,-804446250,-171174800,256791550,664181600,0,0,-173350,1343607550,-1295737400,-3745300,10696400,1288786300,0
2022-12-26,1627369500,-327310800,-402515000,574469050,0,0,-1207363550,-49820450,-1976380900,1759922550,1629600,214828750,0
2022-12-27,2329929900,104610300,1252455300,837257050,0,0,-107600900,104383400,-4425032250,-87513800,-8489000,4521035050,0
2022-12-28,-3045218500,132659800,1524715000,2783095500,0,0,-32209750,-75430850,-1902858550,584500050,30747300,1287611200,0
2022-12-29,-1821188850,-35369800,-138962250,478984650,0,0,-2496750,2781318900,777660800,-2055945800,15999100,1262285900,0
2023-01-02,-84808950,-180102200,398903700,-865641100,0,0,754640600,292053800,36520400,-372888900,21322650,315045850,0
2023-01-03,-147893200,370350,1084854550,332905100,120102450,0,0,2901958350,-2004314700,-2294478200,6495300,4292297600,0
2023-01-04,-716999500,-188893700,492268400,275501100,0,0,0,715741900,784936700,-1362804800,249900,577618200,0
2023-01-05,485788100,503942650,169558450,1241641500,102530950,0,272869800,69972800,-1992914850,-788751100,-64638300,2846304250,0
2023-01-06,1250895350,44619000,772625050,350707150,0,0,0,-2902105450,3147170400,-2659003000,-4908500,-483258900,0
2023-01-09,712020450,22328500,-38329650,766375250,46612050,9220200,0,-5245511450,2364384550,1360876850,2023250,-3727284650,0
2023-01-10,-358456550,-440621850,-2312287400,85826250,0,0,-554636650,-1789577450,2138406650,3219539750,11807250,-5369753650,0
2023-01-11,757174500,330402950,-99575400,970512350,0,0,0,-3076786350,-2716761300,3875018850,-39985600,-1118271950,0
2023-01-12,503583850,-10126350,-2043869700,-317705550,0,450,-377836400,-4716962750,7064921300,-181620450,79615600,-6962916450,0
2023-01-13,405783100,-373927900,-448111350,-74163000,0,-16950,-944745300,75134450,356282150,1087377500,-83612700,-1360046950,0
2023-01-16,258219350,-598073400,1141518550,1242888050,0,0,-87184600,48534550,-3515561500,1490073250,19585750,2005902500,0
2023-01-17,-1295935050,106916550,592541650,1861044650,0,17600,0,72827900,-324993400,-998286100,-14133800,1337413300,0
2023-01-18,1322534350,455643000,445285400,-203102350,0,0,-1198766700,-7176279950,2346023800,4029631900,-20969450,-6354686250,0
2023-01-19,-264447950,388522050,307359300,1341563250,0,-2917000,-157362150,-2009569150,-1658882000,2059304250,-3570600,-396851650,0
2023-01-20,737498750,172046850,521239150,1493426150,0,0,28012450,-3059735500,205654500,-144279250,46136900,-107512150,0
2023-01-25,-86985720,-16654680,-291270,387339250,0,110,124697660,868721040,-1053024680,-246834480,23032770,1276826390,0
2023-01-26,-17450880,-442225150,-24967010,1181591290,-4652860,-31243150,-544902760,1880167210,-1762466860,-208336320,-25513510,1996316690,0
2023-01-27,-2320495440,-513170210,-684913940,-263531930,0,0,-268025910,1103582510,-1816307230,4748907010,13955140,-2946554920,0
2023-01-30,-336113560,-19538220,10650480,870817210,-71305020,80,-615993630,1915589170,-2132108210,396902550,-18900850,1754106510,0
2023-01-31,-1204001080,-269340,-64104990,614843350,0,0,0,-1286157680,418281450,1514912490,6495800,-1939689740,0
2023-02-01,975302010,-202914520,-3012853430,863498410,0,0,-1143416360,-2767118030,4704339860,593348410,-10186350,-5287501920,0
2023-02-02,577574720,-295448820,422667360,398471130,0,0,-841868150,-6462524550,5243236050,916372070,41520190,-6201128310,0
2023-02-03,450517690,-348629220,-149880240,-1591433820,0,60,-959362990,-1716929020,4987479970,-692440810,20678380,-4315717540,0
2023-02-06,180722750,-274727360,891328960,1008223040,0,-200,-337446940,-2430500400,-1289622140,2233479170,18543120,-962400150,0
2023-02-07,450089330,-16664360,185417860,1376596890,0,17020,-1046979690,-3926612430,3285915820,-337116710,29336270,-2978135380,0
2023-02-08,71005940,-109416430,-573753030,87687020,38341420,0,-475162850,58882360,2014738150,-1075776180,-36546400,-902415570,0
2023-02-09,-487815950,133402160,2631366480,377709920,-4912820,-2362260,285309070,-1820521280,-6618634750,5578448050,-71988620,1112175320,0
2023-02-10,-179874180,225081600,998626850,2488863350,0,-20,320884120,-495106270,-2702815970,-715249970,59590490,3358475450,0
2023-02-13,-314561300,-16785390,-87230750,-97554870,0,0,352096740,-233209750,-639734760,1028519380,8460700,-397245320,0
2023-02-14,953773570,-27390380,-102894080,-806955590,0,0,1993200510,-8369690,-2106585090,122143940,-16923190,2001364340,0
2023-02-15,-1133756240,307390,-415149280,981227100,0,60,-60523880,-18184200,1497628870,-864549700,12999880,-646079050,0
2023-02-16,565427870,-35780,126041870,-126634810,0,0,357966280,207870250,353584470,-1475645110,-8575040,1130635680,0
2023-02-17,-241813520,28760780,-141817080,-554294240,42246470,0,356706810,-3101208270,890898880,2712971440,7548730,-3611419050,0
2023-02-20,818281900,-37834710,26512630,118371360,0,17740,-971970740,-2249422180,1533122960,765475300,-2554260,-2296044000,0
2023-02-21,-2524888920,-667127720,-1146774840,-290952930,0,90,-1292392340,-1100505050,9859026040,-2909983220,73598890,-7022641710,0
2023-02-22,-1317607810,-447107200,-111898110,-778748180,25107770,-80,-503464900,61648650,3784987300,-808992820,96075380,-3072069860,0
2023-02-23,872699280,178655640,343615460,-4204180,0,0,87407750,-141264140,295450870,-1637724680,5364000,1336909810,0
2023-02-24,352240200,2457640,-307018520,1172470,0,0,153732240,77465950,1245634990,-1536121050,10436080,280049980,0
2023-02-27,-479992260,-253136280,430879880,417482630,100783020,-730,-469634090,101000070,-362825190,591585770,-76142820,-152617760,0
2023-02-28,517753100,220748900,2125099080,1842854000,0,0,7896510,230603410,-877233210,-4068244240,522450,4944955000,0
2023-03-02,-1676802350,1073426190,1787849230,571286570,0,0,1785468360,114197830,-1890525650,-1745716490,-19183690,3655425830,0
2023-03-03,-161111960,130700380,59539090,-129914300,0,0,952629030,103864350,1535631350,-2507537470,16199530,955706590,0
2023-03-06,-146092980,-23767210,13510360,-467116020,3755770,2665730,620988910,-68895840,284029860,-220246220,1167640,-64951280,0
2023-03-07,-1831315400,-571271660,-595474530,-1156426160,0,0,-1616377080,-19319380,5847018640,-140690220,83855790,-5790184210,0
2023-03-08,-2057769720,-35235670,-324969710,-445213840,0,0,0,81086100,2495641960,295670890,-9210010,-2782102840,0
2023-03-09,-255250750,162915440,573684990,326093710,57932290,0,-94289210,14577600,42757460,-842182290,13760760,785664070,0
2023-03-10,31379330,-107046100,-37843130,178452740,0,0,0,119806510,1619044700,-1821283260,17489210,184749350,0
2023-03-13,33407500,-4417550,359033120,59413650,0,0,-275864810,119243530,-28808510,-239115990,-22890940,290815440,0
2023-03-14,-410831850,14103930,-10223590,-187064620,0,0,-127692620,3589838190,-136555300,-2744007160,12433020,2868129440,0
2023-03-15,-244912060,-27792420,-36399840,-1436350560,0,0,-13298910,1732257950,2154718160,-2255766920,127544600,-26495840,0
2023-03-16,103683760,-173913330,-319646230,144461480,0,-27904940,46179560,2184966090,-800828930,-1156198110,-799350,1957826390,0
2023-03-17,1247832800,-107670410,-299278040,-472839650,0,0,-17147010,3741406680,-1101024830,-2968230990,-23048550,4092304370,0
2023-03-20,587316280,137279400,-117939650,-1419906570,0,0,320646240,-3950925570,4129761060,275184250,38584560,-4443529870,0
2023-03-21,-112685660,132840390,-141467520,-437454820,0,0,0,3359548000,-3263051750,462218580,52780,2800780390,0
2023-03-22,-1153253660,-270810,-348921570,-757901390,0,-110,-1035980730,4551597080,4014474290,-5283928050,14184950,1255268810,0
2023-03-23,708355630,134346590,2014143210,-832606590,0,0,-1309348940,2435044910,-4664842450,1526559060,-11651420,3149934810,0
2023-03-24,-1205257880,-3261930,-320800900,-908572430,0,-120,0,5942415960,-267758490,-3239254850,2490640,3504522700,0
2023-03-27,8676610,5723290,-443274310,-2267843970,0,0,-795205960,5094023510,-274651600,-1334994560,7546990,1602099170,0
2023-03-28,151386900,-98040,-20575490,-1402416390,-23228770,0,-963456060,2414782870,-1493766960,1345458870,-8086930,156395020,0
2023-03-29,-130903780,355163870,905616090,-467073960,-21745710,0,495584150,1531896520,-4891248360,2222154900,556280,2668537180,0
2023-03-30,777608040,-7418370,-334421070,-156718020,0,-19584660,-1163406110,2997866490,-236034430,-1856995460,-896410,2093926300,0
2023-03-31,-284488410,-85054940,112193790,285155080,0,-48945610,223958670,2357641460,-2017324920,-379752860,-163382260,2560460040,0
2023-04-03,-795698020,-116533440,242826540,-101550170,0,0,-397045550,536555720,-911655900,1658866660,-115765840,-631444920,0
2023-04-04,331703570,-116459260,-173438870,-519767780,0,10,-886685770,78299880,164086350,1066744880,55516990,-1286348220,0
2023-04-05,-410455010,-393658900,-79724520,-898094090,0,120,-1467894610,30092070,6607492930,-3467606520,79848530,-3219734940,0
2023-04-06,-841938380,74920250,180363940,-496983530,0,0,166980590,254006110,448554510,227302800,-13206290,-662651020,0
2023-04-07,-25109000,-5106870,261812620,348566070,0,0,-223856880,1617341070,-844432940,-1151740830,22526760,1973647010,0
2023-04-10,-720271860,-200005030,-1557312170,-1461911910,0,40,661266090,1365010270,1307397370,586994540,18832660,-1913224570,0
2023-04-11,454799520,-9948800,45677610,-874324170,0,24542440,1164186400,-593382880,-1996105400,1800386840,-15831560,211550120,0
2023-04-12,75340,72940910,35761790,-958036390,0,0,443122460,-87963640,1269919910,-775317170,-503210,-494099530,0
2023-04-13,-763195120,-23096070,-189125210,-2046811360,0,-482105060,-422983930,-1706025080,2959077470,2680579620,-6315260,-5633341830,0
2023-04-14,1232107750,-22388370,-295722500,-3330420830,0,0,-107795640,-1238800390,2357978220,1399028720,6013040,-3763019980,0
2023-04-17,-158496900,-428592160,-1482694520,-63976740,0,23850690,-12910440,-7355427740,4546651870,4914697650,16898290,-9478247810,0
2023-04-18,170127720,44393920,579629420,1082400770,0,0,-457090710,-2845060520,-5112987330,6568566690,-29979960,-1425599400,0
2023-04-19,-1126782170,229172850,21131100,-12156810,48744580,0,741881150,-2273401420,561392560,1803509680,6508480,-2371410720,0
2023-04-20,-908216510,33123010,-1465833410,-243779600,0,-210,228937540,4201878150,-742471520,-1111458170,7820720,1846108970,0
2023-04-21,-731149220,-1465661080,-4367486300,-3984151560,-36866040,-10167470,-4323512120,-2045755030,35772372990,-19013770920,206146750,-16964748820,0
2023-04-24,1034366770,133646550,-440754210,-445558610,0,-500,342159770,-543060800,-760736210,689614300,-9677060,80798970,0
2023-04-25,-114096930,-209570610,-100178220,387606400,0,0,-2180810380,5176402580,-2411237110,-499112020,-49003710,2959352840,0
2023-04-26,914664090,82732280,21735610,156212860,203460810,7536500,488209380,2358698930,-3828898910,-401776640,-2574910,4233250460,0
2023-04-27,440221550,50,-149429910,462411410,-17389200,-8343150,0,2089023100,-459183610,-2250643020,-106667220,2816493850,0
2023-04-28,-252865040,46277830,174646270,-3080300,0,16332130,0,2220008090,-3038621690,839144210,-1841500,2201318980,0
2023-05-02,1158779380,720864310,221268380,269635790,0,16589490,110992170,1669424860,-4030435150,-124796330,-12322900,4167554380,0
2023-05-03,-1974011560,-153273530,36387950,-99284330,-4253460,0,459774670,1574302830,675756160,-517778060,2379330,-160357430,0
2023-05-04,221235630,110084420,-229950460,-400419720,0,8203700,-1108120,-17625060,442668070,-132441810,-646650,-309579610,0
2023-05-08,162711000,35676650,-284398290,-2363797690,0,10,33341550,-9154880550,6646407700,4903027140,21912480,-11571347320,0
2023-05-09,-488300210,-462320,-1007305590,-1499187960,0,-21228370,40314690,2798670,1979913940,991549880,1907270,-2973371090,0
2023-05-10,194183920,369622260,-1048250,-163158700,0,-14960,187291220,-899825860,-311552260,627139950,-2637320,-312950370,0
