날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,기관합계,전체
2021-07-02,-231941500,-542011950,-978991450,-969690450,0,-43714550,-1786882100,3645459800,1879537050,-983956450,12191600,-907772200,0
2021-07-05,513748900,400950,-489530500,-12285000,0,0,-1283828500,3698562250,-3016643400,588310950,1264350,2427068100,0
2021-07-06,270780350,162980450,593708300,114813050,0,-24689600,264742900,512912450,-3966946550,2098226950,-26528300,1895247900,0
2021-07-07,-112932400,-539300,-536507200,-4073000,0,-38452950,-308929150,-6111142800,10456483600,-3351073550,7166750,-7112576800,0
2021-07-08,-2317030050,12755900,-208323150,-87019300,0,0,-197607800,-6689588750,7440111150,2065189450,-18487450,-9486813150,0
2021-07-09,1442661750,-72241950,88010550,810386950,0,0,-384512550,-10094424300,3099491100,5103168100,7460350,-8210119550,0
2021-07-12,-26002650,-106677950,-331934900,-86615750,0,0,-454176150,-1106166950,1583589300,528091150,-106100,-2111574350,0
2021-07-13,671040950,-25159650,216585800,133973050,0,6979950,-256233800,-1256588000,361549900,43367400,104484400,-509401700,0
2021-07-14,-524865800,-119479250,-192257250,-124013050,0,0,-508859300,-7158713800,9469871300,-895096200,53413350,-8628188450,0
2021-07-15,46895500,-153322100,-1297364850,-20720850,0,0,68900,-134114650,1579301500,-25112750,4369300,-1558558050,0
2021-07-16,-137295200,0,-1565845900,-1011832250,0,0,120984550,-1785372400,7238910900,-2869043800,9494100,-4379361200,0
2021-07-19,-665389700,-322224600,-1670157350,733968750,0,84000,-365598600,-136873150,3380910850,-963624500,8904300,-2426190650,0
2021-07-20,527116150,25370750,-708800000,-350740100,0,50100,29820000,21331400,604826350,-138913850,-10060800,-455851700,0
2021-07-21,-692166950,-56000,-1211086450,132197800,0,33450,-1085035550,1802194000,4114396150,-3200503750,140027300,-1053919700,0
2021-07-22,3619155300,-314823450,-602641750,242837700,0,0,-1697607200,-4593596400,259787850,3077583700,9304250,-3346675800,0
2021-07-23,33328250,325150,124655850,-880900350,0,-26518950,-967892500,2540646900,1446226150,-2280298850,10428350,823644350,0
2021-07-26,6513900,-704100,-352296850,-383234050,0,50550,-2097545550,939645550,2873052750,-988187150,2704950,-1887570550,0
2021-07-27,157077600,-153150,5046500,-1688590050,0,-26072900,-10600,3540801200,-2509132350,365991250,155042500,1988098600,0
2021-07-28,348994350,-531700500,-126372650,-44761900,0,33750,-1169042700,2651630650,-135477300,-1098906250,105602550,1128781000,0
2021-07-29,128926000,84653750,-648801800,-381397100,0,33950,-614950650,4293602300,-2321462700,-634099600,93495850,2862066450,0
2021-07-30,457752850,-23199350,-422074200,-31149200,0,118300,-1079887550,-7534871100,6057542400,2354253850,221514000,-8633310250,0
2021-08-02,-146771050,-1171750,99036150,-5280000,0,0,-986789200,-5645854300,6347094650,331729600,8005900,-6686830150,0
2021-08-03,187146100,-22039100,-28999750,-19090150,0,0,82368500,-2515802250,1993392200,302381400,20643050,-2316416650,0
2021-08-04,-504188800,-295938700,-1272997250,-50269450,0,0,-445447500,-387169950,-735973350,3689286700,2698300,-2956011650,0
2021-08-05,-85420600,-551450,-35566500,-9050400,0,16700,-577820100,278825800,2211886850,-1800242350,17922050,-429566550,0
2021-08-06,-1930558250,-1042300,296144700,-15394200,0,-68050,33854700,172100,2557577850,-935638450,-5048100,-1616891300,0
2021-08-09,-582580250,-3550650,-770425150,-17493750,0,-167300050,177232900,2818300,1017732450,335572400,7993800,-1361298650,0
2021-08-10,-246214550,-305555550,150800,7964400,0,0,50841150,-3850243950,3425512250,902221550,15323900,-4343057700,0
2021-08-11,-1415250250,-3872650,-245404650,-60163150,0,0,0,-127709500,1833866200,18622300,-88300,-1852400200,0
2021-08-12,-2155095000,12173650,-21707450,-42727900,0,-122782950,-252293650,9395038550,202875700,-7034828200,19347250,6812605250,0
2021-08-13,-127788600,1760350,-202254300,-21607350,0,80750,8559500,2900719650,-1545855550,-1017454500,3840050,2559470000,0
2021-08-17,-1738928950,-218952700,-369800100,-33772550,0,189300,-4200250,3105335350,2146283200,-2904228000,18074700,739870100,0
2021-08-18,-1925253800,-12519150,-46411150,-109313900,0,46350,-539503150,1443934650,100023050,1090182250,-1185150,-1189020150,0
2021-08-19,366118350,-328912550,-419052300,-34818550,0,0,-349771650,-2962778850,2323491750,1401230350,4493450,-3729215550,0
2021-08-20,-487715100,100946350,-26717350,-8824200,4500000,0,-94904250,1797797050,-1357447650,71871500,493650,1285082500,0
2021-08-23,563616750,-3551900,8947500,181221500,0,0,-102629600,-192122550,-1126419200,676515550,-5578050,455481700,0
2021-08-24,405066100,72576150,-17151150,-39641700,0,0,231592250,19944200,-2692682450,2021758600,-1462000,672385850,0
2021-08-25,-91941100,-338800,-3207600,1880300,0,0,-726625850,1171401450,579423800,-933300100,2707900,351168400,0
2021-08-26,283182150,1307300,-16500,-33919450,0,0,84919250,2664397450,-1861198500,-1134037450,-4634250,2999870200,0
2021-08-27,-138096550,-1505000,-17121550,0,0,0,0,2694099150,-1479214400,-1024215650,-33946000,2537376050,0
2021-08-30,-467797600,-68583750,545662650,232627650,0,180199300,70805050,48402800,379492050,-912072650,-8735500,541316100,0
2021-08-31,358162950,288250,-34403450,65436350,0,0,61044100,2358590050,-2607922250,-248762900,47566900,2809118250,0
2021-09-01,-629439600,-59305000,-80170950,-16769000,0,0,0,1242908600,626270100,-988493300,-95000850,457224050,0
2021-09-02,1077121250,413059600,668839100,2059091750,0,0,1631933000,-7426389050,442245050,1263237450,-129138150,-1576344350,0
2021-09-03,-598780700,-24671000,-100190550,16714950,0,0,-1177284850,4513847900,-1196226350,-1429586850,-3822550,2629635750,0
2021-09-06,-51533550,-5044300,-256394350,-1397368100,0,0,-1161267600,-8679948650,8563901350,2977325100,10330100,-11551556550,0
2021-09-07,102487000,-8496400,-175508150,-17174750,0,0,-239990650,494164350,-883709250,723239100,4988750,155481400,0
2021-09-08,175077400,612600,-654487950,-29985300,0,0,-1033846650,4514004300,-2408845400,-537875850,-24653150,2971374400,0
2021-09-09,325565050,269600,151548350,-445234700,0,20086250,-619795100,3280472350,2702358900,-5415512750,242050,2712911800,0
2021-09-10,-30546650,9003200,598841200,1343280400,0,20424350,-1454537000,4772145750,-5938733250,680093100,28900,5258611250,0
2021-09-13,-522835300,-165519150,233744200,-305846350,0,0,-910800450,2820602350,3399734000,-4563106300,14027000,1149345300,0
2021-09-14,474429150,3866200,556030300,542535300,0,0,-895678050,-1509646100,-792422700,1708013350,-87127450,-828463200,0
2021-09-15,-1539418300,404150050,43887300,-1686412900,-10579800,12062750,-921077600,531359900,-5777385950,8913903300,29511250,-3166028600,0
2021-09-16,-706214650,-79220300,-124590550,-3256674050,15627600,12311350,-1153969900,5643057000,3184124700,-3548624250,14173050,350326500,0
2021-09-17,937702600,-222070350,-942966200,-825207700,10141050,13277500,28045900,-8324859400,11050023000,-1803449400,79363000,-9325936600,0
2021-09-23,355149650,246050,-51514350,-391336900,0,-11537150,0,423347900,-7315013400,7020606650,-29948450,324355200,0
2021-09-24,-50172300,-32377600,83317050,-26239150,0,51138000,0,-3872396100,5667136250,-1795063650,-25342500,-3846730100,0
2021-09-27,133625450,0,-44115350,-14865000,0,0,-118352750,1047670550,-485190400,-461565600,-57206900,1003962900,0
2021-09-28,-380076200,-28393500,-34053400,-422908500,0,0,-164842050,2620781000,-1663788850,94388750,-21107250,1590507350,0
2021-09-29,349264750,-139950,131944650,-484483950,0,7523100,1798100,955821500,-187362400,-770900000,-3465800,961728200,0
2021-09-30,-415185500,-76494800,0,-43286450,0,0,-314358600,1985994450,-1028432300,-103394800,-4842000,1136669100,0
2021-10-01,-204963550,-602027100,-48632400,-54094800,0,0,-449863700,3096048800,451418400,-2187179150,-706500,1736467250,0
2021-10-05,3866525650,-3069000,67190500,120847600,4922350,-359500,58229700,-8168555400,-1982503500,6214169250,-177397650,-4054268100,0
2021-10-06,1877626450,-833600,-1316931900,-401533900,0,0,0,3990583350,1599164500,-5800006900,51932000,4148910400,0
2021-10-07,999066500,-87350,-207235200,-103525750,0,0,-922954850,3186978700,-2612560500,-307940850,-31740700,2952242050,0
2021-10-08,-68332150,-6014200,-49166300,10077100,0,0,-1071227050,-488690150,1354847400,324985050,-6479700,-1673352750,0
2021-10-12,304937600,-598200,-19853600,-233575750,0,0,9102750,-1733303350,2709914150,-1143779900,107156300,-1673290550,0
2021-10-13,-241268700,-1645200,120834600,-15090500,0,-105450,12838050,-1229852550,-488991950,1847943250,-4661550,-1354289750,0
2021-10-14,-2411401000,-7542800,-137065950,-104957600,-10578900,-355500,-496450,-6024687300,5828320900,2855287350,13477250,-8697085500,0
2021-10-15,1642569700,-71600,19169350,-40755750,0,-107850,105818150,655101750,-4567638650,2177046950,8867950,2381723750,0
2021-10-18,-197956900,44248700,56066200,98797550,15215850,0,709611700,1116664300,-349057650,-1569405950,75816200,1842647400,0
2021-10-19,13206750,-699450,0,-2139350,0,0,234771150,3707176650,-831810150,-3163979600,43474000,3952315750,0
2021-10-20,1001245450,-8255300,1097103850,13100550,0,0,-249147000,41014950,-1670154700,-204678550,-20229250,1895062500,0
2021-10-21,216747350,-15266600,103823150,-20319700,0,0,0,3731485550,-1932638050,-2058895700,-24936000,4016469750,0
2021-10-22,372678850,-508900,-13842750,-8502900,0,0,-1439950,5173152650,-1195043800,-4325410600,-1082600,5521537000,0
2021-10-25,359452550,65721350,802720700,-36332000,0,23340900,34568200,3220495200,-4469702950,27417000,-27680950,4469966900,0
2021-10-26,561854950,-943150,58238150,-319004050,0,0,-11739600,1261493750,-1055227850,-487888550,-6783650,1549900050,0
2021-10-27,-326789750,-25893100,-93905000,-6372450,0,0,256776700,-4275891250,3189688650,1277192550,5193650,-4472074850,0
2021-10-28,-551000450,-18815100,-2200000,-1893900,0,0,-66843900,4573431100,-2178588200,-1758761650,4672100,3932677750,0
2021-10-29,-2924141100,3363900,-59201500,-13637250,0,0,-125618500,2733558400,3173951200,-2788907400,632250,-385676050,0
2021-11-01,235935300,0,-29510600,11549300,0,-247053500,0,28889150,502091000,-485550000,-16350650,-190350,0
2021-11-02,-175003900,-2255950,-63789100,-60392050,0,0,14484850,2726658450,-2606652250,112364400,54585550,2439702300,0
2021-11-03,-809026050,-15105400,-672539500,-165664200,-105289100,0,-193494400,761086200,4065159650,-2962786400,97659200,-1200032450,0
2021-11-04,146368950,-47831300,479794850,694631100,0,0,-109711900,2016000600,-335273800,-2858233300,14254800,3179252300,0
2021-11-05,-426508200,-1405650,-2623850,-142857950,0,0,-450151450,-4875422800,4015668650,1862698850,20602400,-5898969900,0
2021-11-08,-637900050,21913100,459272500,415359650,0,0,231262900,228193250,-4987904500,4364741100,-94937950,718101350,0
2021-11-09,-770122200,5950850,31017250,8375000,0,0,-16930700,-63714400,366297350,820508600,-381381750,-805424200,0
2021-11-10,-458767500,-801400,-9374100,29078700,0,0,90338850,334318500,-147039700,160519900,1726750,-15206950,0
2021-11-11,-71254450,-916950,-61830800,3458400,0,0,0,2258372850,-680542950,-1427879900,-19406200,2127829050,0
2021-11-12,92189100,-3717900,37607450,-3253500,0,0,0,2792103250,-1746457300,-1149314500,-19156600,2914928400,0
2021-11-15,202553400,-3141650,-166818950,13599500,0,0,-495348750,-2280712250,3133948500,-398453350,-5626450,-2729868700,0
2021-11-16,143455150,-934400,-77600250,-4991300,0,0,79290250,-305220450,1119189850,-968554450,15365600,-166001000,0
2021-11-17,-38181400,-2146400,-44984600,3998750,0,0,-312852400,163390250,2469169550,-2271188450,32794700,-230775800,0
2021-11-18,389392250,-17285450,-79521050,22104500,0,0,-77702050,69304100,1533145450,-1854502450,15064700,306292300,0
2021-11-19,75013500,-15102150,-46743150,-6612600,0,0,12554250,-48543750,317095800,-268042350,-19619550,-29433900,0
2021-11-22,233733400,-78877750,-204119200,-3284900,0,0,-2214471450,3379536400,-252068200,-868724850,8276550,1112516500,0
2021-11-23,-280079850,-3598800,-168241750,690651200,0,0,-2588450,552970250,775776850,-1563432850,-1456600,789112600,0
2021-11-24,-575093850,-288492350,-1440373850,-77405100,0,0,47862600,265593400,4443975900,-2394527050,18460300,-2067909150,0
2021-11-25,39947900,-96087250,-1235898550,-172191200,0,18617650,-1428620350,-233473700,2548212350,567765200,-8272050,-3107705500,0
2021-11-26,-408815050,4422350,-17645600,-1185091450,0,0,-1147145750,-183813550,884399800,2042660400,11028850,-2938089050,0
2021-11-29,-71339750,-304500650,-73388800,-2152353750,0,0,-413000950,-192412200,-727291850,3906932550,27355400,-3206996100,0
2021-11-30,114075950,-64817250,-493271200,919569350,0,-10539850,-322898350,-370299250,-345761000,578644300,-4702700,-228180600,0
2021-12-01,-207600300,95831450,21195850,-148990100,0,0,-94876900,46000850,-1316996250,1609635650,-4200250,-288439150,0
2021-12-02,-374842300,-167057500,-107210650,-32321600,0,0,-96938550,91300,531577900,242124550,4576850,-778279300,0
2021-12-03,-76994300,-84550200,-83892350,-104326500,0,-100426400,-157471800,-27684200,2104381250,-1468929950,-105550,-635345750,0
2021-12-06,-91813900,-84394550,-40000,-62173750,0,-3502400,-22516250,98719950,-84315050,292781000,-42745050,-165720900,0
2021-12-07,250922300,-38095350,307578950,835922800,0,0,-131891500,35268300,-594823200,-659959550,-4922750,1259705500,0
2021-12-08,277548050,-2166350,-261045400,0,0,0,0,139747000,274008650,-494228100,66136150,154083300,0
2021-12-09,1308689800,196000,-255532550,-1912950,0,0,-38392400,-17825900,-905102600,-81520300,-8599100,995222000,0
2021-12-10,-239116600,-5595250,-17844100,66536400,0,0,-108803300,611946450,607138300,-906173800,-8088100,307123600,0
2021-12-13,-173046150,-476300,180680350,14141900,0,0,-1017750,747467750,181189950,-876050000,-72889750,767749800,0
2021-12-14,39076200,-1434200,-30183000,-7470450,0,0,0,-78876000,-782831150,866437850,-4719250,-78887450,0
2021-12-15,45490100,76350,-4197700,-8255800,0,0,7350000,0,-489923950,449461000,0,40462950,0
2021-12-16,105589850,-969700,-123795100,-121774750,0,0,-54649250,-932450,575808100,-382298750,3022050,-196531400,0
2021-12-17,-196662900,13391700,60422800,-27201900,0,0,-7137500,-3610450,-441501900,603967350,-1667200,-160798250,0
2021-12-20,-211935550,-5158950,-73343650,-185976050,0,0,-96140350,-1138800,785942500,-267169150,54920000,-573693350,0
2021-12-21,182598450,-8081700,-220215800,36873900,0,0,-95387350,298767250,-552221250,357025600,640900,194554750,0
2021-12-22,45362800,444000,-52076950,419238650,0,0,137251400,-294826450,-688909900,432963500,552950,255393450,0
2021-12-23,371969200,-9784200,-43821500,889878400,0,-14900000,-128532000,0,-491573650,-571182950,-2053300,1064809900,0
2021-12-24,705648750,-7286800,-214515900,52662700,0,0,-213047050,6794150,-11792350,-319891000,1427500,330255850,0
2021-12-27,1043238900,-1566000,-9819750,-274500,0,0,367124650,372800,-1395481750,875550,-4469900,1399076100,0
2021-12-28,2476009550,41145750,1688600,189193650,0,0,54117450,-300625700,-3326821350,869580800,-4288750,2461529300,0
2021-12-29,-1522971700,-148551250,-120650550,-25355700,0,0,0,3353000,1930661000,-109842750,-6642050,-1814176200,0
2021-12-30,-1014098750,-28900,-79558800,-11414200,0,-10019100,-3863250,44800,1331771750,-213370900,537350,-1118938200,0
2022-01-03,-75457600,-737650,-1429650,-35444800,0,0,0,-12650000,366234450,-264304750,23790000,-125719700,0
2022-01-04,-683893500,0,25259800,7190250,0,0,0,360150,602536000,49002300,-455000,-651083300,0
2022-01-05,-64851000,665950,-91410050,4654200,0,0,0,11216550,-223894200,363171550,447000,-139724350,0
2022-01-06,-47907450,4008450,40670550,2606400,0,0,0,44760700,-986885600,964943200,-22196250,44138650,0
2022-01-07,-146026450,-2336150,57267000,-13680600,0,0,-1573450,22593050,278948500,-194407150,-784750,-83756600,0
2022-01-10,-370532000,0,-233828050,-1178100,0,0,-52197700,-66729550,1533791250,-819431650,10105800,-724465400,0
2022-01-11,-93671650,-11058200,-2695700,-712800,0,0,0,-253100,-177117400,287202350,-1693500,-108391450,0
2022-01-12,906674450,-92996100,150017500,-18340950,0,0,-71219400,75500,-1869388800,998790300,-3612500,874211000,0
2022-01-13,1863931050,0,721972300,59278950,0,0,-101991700,-62700,-4525097600,1986338950,-4369250,2543127900,0
2022-01-14,220458250,96303600,92725100,-70031400,0,0,-53097800,216300,1244011300,-1523715450,-6869900,286574050,0
2022-01-17,582173650,2320500,-9985850,-5469300,0,0,-46827100,-2887250,-827228150,303264100,4639400,519324650,0
2022-01-18,503899650,-4158700,-50551150,-4515150,0,0,-20919350,27850,-805960100,380727100,1449850,423783150,0
2022-01-19,-81595000,-365957850,-24760550,-73699450,0,0,-39449250,29842550,1464310300,-907257000,-1433750,-555619550,0
2022-01-20,368895500,1352750,151595350,-7575000,0,0,-134806250,-8199550,-1317673850,952359350,-5948300,371262800,0
2022-01-21,-176173050,-60200,290502150,-23551650,0,0,25500,-52219000,75257100,-109274050,-4506800,38523750,0
2022-01-24,642012950,-6451150,-19616750,88500,0,0,-85916550,-13099150,200415750,-721668150,4234550,517017850,0
2022-01-25,383204100,528050,107160000,196844250,0,0,0,-53784750,-769154400,124795100,10407650,633951650,0
2022-01-26,567903400,-5056050,91254950,333710550,0,0,-139002900,-7180450,-1162272550,322580950,-1937900,841629500,0
2022-01-27,-172926550,20306100,89786600,-7585600,0,7906050,0,2567150,973366150,-913194350,-225550,-59946250,0
2022-01-28,520390200,-1597100,156748150,128491650,0,0,-93686150,-3870200,-2078307850,1378361650,-6530350,706476550,0
2022-02-03,-68892850,1317300,200276950,-433064750,0,0,-179301050,-182800,323734000,173193700,-17080500,-479847200,0
2022-02-04,1020101200,582870500,1040178800,774923450,0,0,778376450,380140350,-6291180250,1726128600,-11539100,4576590750,0
2022-02-07,351475650,223407550,1827161100,1891029300,0,13059950,546994750,-291286100,-5736228000,1292962500,-118576700,4561842200,0
2022-02-08,501440900,152403450,1828470300,291204100,-74215500,0,502190050,35045100,-3446535500,202132500,7864600,3236538400,0
2022-02-09,442524900,19190600,219319350,-381875600,0,6742000,27065950,-451697800,2539906150,-2432929450,11753900,-118730600,0
2022-02-10,-370402200,10167000,8864400,244325150,0,2682950,572673050,101478900,-661252300,51696150,39766900,569789250,0
2022-02-11,449065600,30187900,298893000,17198200,0,0,308760550,-77984800,9293700,-1047942900,12528750,1026120450,0
2022-02-14,655174350,8445000,383329400,877569700,0,-2520000,473058150,30587300,-2640238450,197033700,17560850,2425643900,0
2022-02-15,-519679050,-2309500,209002150,-390662400,0,0,80861700,-119630700,391114350,348694050,2609400,-742417800,0
2022-02-16,-8901750,43057800,2034587350,1663199050,0,0,359019450,-44835300,-4092492650,57755400,-11389350,4046126600,0
2022-02-17,742179000,47527100,1016675450,1928789300,0,0,840468000,-12300000,-7545622300,2985052550,-2769100,4563338850,0
2022-02-18,-152432200,263908900,207257400,1127009450,0,0,-43895150,8553900,568042650,-1978239350,-205600,1410402300,0
2022-02-21,-112450750,325874800,91758200,1270265500,0,-2667600,482089300,12606650,-6239308450,4169925450,1906900,2067476100,0
2022-02-22,710593850,59529150,241531700,582247550,0,0,67167550,144389550,1903192500,-3698521250,-10130600,1805459350,0
2022-02-23,175719850,5791400,111601500,-506261550,0,0,-181009950,-59747300,3529469450,-3064489600,-11073800,-453906050,0
2022-02-24,226638000,3514000,-178240700,-2098232200,0,0,181210150,-270136800,4251686150,-2117748150,1309550,-2135247550,0
2022-02-25,140794050,50880700,96615600,-126319750,0,0,589911150,13278250,-680295450,-82176550,-2688000,765160000,0
2022-02-28,-571748900,46488300,250890950,-1255700,0,9132750,324985450,-2024950,786938400,-858616350,15210050,56467900,0
2022-03-02,-295406050,48683950,85197900,29181950,0,-7253050,425450850,16567450,600796150,-904116900,897750,302423000,0
2022-03-03,256481850,22856250,-730305800,193965050,0,0,0,6765650,1657544800,-1409106950,1799150,-250237000,0
2022-03-04,-316148000,17708150,39211200,-349174500,0,0,-756600,21449350,-576161850,1157937800,5934450,-587710400,0
2022-03-07,230851200,6929600,-1538665800,38449000,0,0,-10790800,6778650,2287150150,-1023433350,2731350,-1266448150,0
2022-03-08,520612850,88224550,-621780100,-595268100,0,0,175653500,25683000,-2024797200,2425671900,5999600,-406874300,0
2022-03-10,572161850,-26186850,105689200,61625800,0,0,181623100,-11163950,-2034386500,1157436850,-6799500,883749150,0
2022-03-11,-149197750,552703550,1079118450,600588650,0,0,977805900,111998250,-9731183800,6536145250,22021500,3173017050,0
2022-03-14,-830052400,6485550,7402350,-712846800,0,0,0,70960200,3198544850,-1739342750,-1151000,-1458051100,0
2022-03-15,152792100,-36921600,-289435700,31237500,0,0,0,-15802900,1519136800,-1376718400,15712200,-158130600,0
2022-03-16,885947850,-199550,-112163750,-1584349950,0,0,-416480900,-55973100,1148520850,109564500,25134050,-1283219400,0
2022-03-17,810150100,48067150,205623400,26272200,0,0,0,-10381150,-1288445700,257557250,-48843250,1079731700,0
2022-03-18,-533700900,-201664700,-218033400,-1293702800,0,0,-361034800,1202200,4768739300,-2118171400,-43633500,-2606934400,0
2022-03-21,-211052350,0,-11216350,-577049600,0,0,-13234400,6191650,1673869800,-878505300,10996550,-806361050,0
2022-03-22,136758800,-182600,-76014300,-31862200,0,0,-2301050,-1348300,203639800,-225061900,-3628250,25050350,0
2022-03-23,-54747150,-41163850,-507430000,-76973050,0,0,226716850,-5841650,955057700,-498131600,2512750,-459438850,0
2022-03-24,127164900,-69368600,-220147900,-16213300,0,0,0,-250455500,-268117550,693079200,4058750,-429020400,0
2022-03-25,-851689650,-220761150,8541750,-58302000,0,0,0,-66321800,2077960400,-896531100,7103550,-1188532850,0
2022-03-28,-657024600,-35351600,-431306300,-95848250,0,0,0,-85545850,561976100,797186700,-54086200,-1305076600,0
2022-03-29,-353069000,0,-3058000,1450263400,0,0,0,-65965900,-1341201150,323096050,-10065400,1028170500,0
2022-03-30,-41030200,-463400,-1155600,-52248700,0,0,0,-26968050,386422950,-262874550,-1682450,-121865950,0
2022-03-31,106601150,-49225000,-360161700,173259950,0,0,0,33025150,962783050,-868905600,2623000,-96500450,0
2022-04-01,1324246200,1499028050,690111050,2877643400,0,94626000,1767564350,-42994950,-15068706350,7006659000,-148176750,8210224100,0
2022-04-04,-554517700,483872100,906683400,1630620300,0,0,611501400,-27011500,-2994394950,-26132100,-30620950,3051148000,0
2022-04-05,80021050,359925200,1360571050,5347996950,0,55273250,-115190350,1965665500,-11896313850,2857090200,-15039000,9054262650,0
2022-04-06,-1345858150,-149080950,-258954350,-1525323550,0,-14180400,-387029100,-32407200,3528633700,171929450,12270550,-3712833700,0
2022-04-07,-584375850,-133329700,-755542600,-2088985150,0,-18756450,-280591200,111061100,5087667250,-1336392250,-755150,-3750519850,0
2022-04-08,58984750,-30131100,-257916450,-250001900,0,0,-55436150,-291492350,2290206600,-1486347600,22134200,-825993200,0
2022-04-11,-332684650,754100,-314729000,-2333730350,0,0,15375800,-142047950,3894103050,-799559950,12518950,-3107062050,0
2022-04-12,-86531000,0,-148896350,-902269350,0,0,141641450,50071450,2952243400,-2018036750,11777150,-945983800,0
2022-04-13,1618274350,352746700,-157202900,-203892500,0,0,224627450,82415000,1058244400,-2972542300,-2670200,1916968100,0
2022-04-14,473226300,0,-743990400,-204113900,0,0,0,72393150,1733871950,-1336253200,4866100,-402484850,0
2022-04-15,-94602600,0,-260893700,903812250,0,0,482839500,-876800,-1129659100,105970350,-6589900,1030278650,0
2022-04-18,-71937050,0,-413063050,159402200,0,0,654066350,34214500,-16553150,-310962450,-35167350,362682950,0
2022-04-19,1032122800,28948350,-1337542050,-80419150,0,0,0,-25937200,321235700,111481450,-49889900,-382827250,0
2022-04-20,-217911050,79278600,-435098150,-418845400,0,0,164004650,17974300,785108250,25266800,222000,-810597050,0
2022-04-21,107185200,34660100,-1816351150,-265095000,0,0,0,18645000,1795569200,123634100,1752550,-1920955850,0
2022-04-22,-199025450,-114536950,-616020700,-1487504500,0,0,-256830750,8567200,3270968250,-627114100,21497000,-2665351150,0
2022-04-25,-361646600,385350200,-32164900,-4249550,0,0,420005300,-153814900,-304855950,34945400,16431000,253479550,0
2022-04-26,989733250,-338800,24139750,268811000,0,0,0,-53693650,-1604791500,383479400,-7339450,1228651550,0
2022-04-27,-148183850,193440200,20691200,-9157650,0,0,120906150,3210000,-771241750,547888400,42447300,180906050,0
2022-04-28,569816600,20098900,203986900,13620650,0,0,6445200,21698050,-1730877750,881764600,13446850,835666300,0
2022-04-29,404861100,34303150,33769400,14890100,0,0,28907200,-136539400,-1533553250,1147748900,5612800,380191550,0
2022-05-02,-1555600,-148750,204085850,-4390000,0,0,0,-57650,-1737401100,1502398800,37068450,197933850,0
2022-05-03,22625650,-32500,-100244450,24059450,0,0,90389800,28850350,678118600,-710255750,-33511150,65648300,0
2022-05-04,-480934550,-399450,-482306600,804083550,0,-33098700,0,0,1215639450,-1021191500,-1792200,-192655750,0
2022-05-06,-1118203000,-154402200,-1118498200,477333950,0,0,-295315050,-27967350,3303226700,-1180605550,114430700,-2237051850,0
2022-05-09,-435209000,28647700,-295043800,19011850,0,0,-75644850,164319250,932697400,-351780900,13002350,-593918850,0
2022-05-10,-386972050,37413700,-2511400,-25616650,0,-96791250,-118451850,281886250,1170039600,-875022050,16025700,-311043250,0
2022-05-11,565549300,78047500,24743500,-43663350,0,0,-52529800,-36809300,-1221062600,686126850,-402100,535337850,0
2022-05-12,-1839882200,-2285700,-61849100,-6155450,0,0,-213160300,140748350,2337221450,-336112400,-18524650,-1982584400,0
2022-05-13,999640600,23235250,114946750,776037000,0,0,574281150,-81001750,-2616160800,194625300,14396500,2407139000,0
2022-05-16,-31900200,8180000,63955650,383872650,0,0,26199500,-90706300,1405676000,-1765814850,537550,359601300,0
2022-05-17,-182158800,1931800,31468300,12481550,0,0,0,-108161000,1335419500,-1088613350,-2368000,-244438150,0
2022-05-18,-450389350,0,578249950,-6649200,0,0,0,33870000,-317005350,153085850,8838100,155081400,0
2022-05-19,-575030550,-31734450,-121207200,-16627100,0,0,0,206228350,95220100,436201400,6949450,-538370950,0
2022-05-20,392630300,107750,467968700,291777950,0,0,21910450,113491400,-1207573200,-79493600,-819750,1287886550,0
2022-05-23,239028000,-81833350,-751765450,-68540500,0,-12728700,-329787800,-1223100,553347600,440601100,12902200,-1006850900,0
2022-05-24,-840112650,-33353050,0,-316387600,0,0,-176000300,-56983100,910479400,515881950,-3524650,-1422836700,0
2022-05-25,498664100,0,1136950,853660200,0,0,-110452350,-1048800,-1199058300,-40970000,-1931800,1241960100,0
2022-05-26,254773550,5404750,3637226900,-372906650,629688200,0,228087650,-11932750,-5594964450,1232902400,-8279600,4370341650,0
2022-05-27,-389365700,1242199050,2611903750,1968730500,0,0,1559259350,-22684700,-8764896300,1766627850,28226200,6970042250,0
2022-05-30,365658850,179850,344461350,-89930050,0,0,197116550,-62239100,88005900,-1015378650,172125300,755247450,0
2022-05-31,192645600,0,1058057300,-489509800,0,0,488802450,-726859450,-1050269450,692885100,-165751750,523136100,0
2022-06-02,-611719150,968851850,269300550,611844650,0,0,101871200,198513200,-678712000,-857825500,-2124800,1538662300,0
2022-06-03,313331300,302522400,841562900,1136463850,0,0,314937800,-25447300,-5486964600,2615389000,-11795350,2883370950,0
2022-06-07,-558079400,134348150,188906750,245444000,0,0,193418950,-106855900,-1215130050,1117458150,489350,97182550,0
2022-06-08,350467450,47861650,-344727800,183941450,0,0,166203750,1147800,-730816150,379465750,-53543900,404894300,0
2022-06-09,-632790150,7159000,-1107671100,-35679700,0,0,194336450,13199250,610444050,939652400,11349800,-1561446250,0
2022-06-10,-152553200,237209350,633692100,458128050,0,0,-58637400,-25571200,-1680709000,757987900,-169546600,1092267700,0
